country,year,item_type,section_code,section_name,section_name_en,line_code,line_description,line_description_en,amount_local,unit,currency,rd_category,decision,confidence,source_file,page_number,llm_model,extraction_pass,notes
Portugal,1977,line_item,14,Ministério da Educação e Investigação Científica,Ministry of Education and Scientific Research,,Secretaria de Estado da Investigação Científica,Secretary of State for Scientific Research,346.3,thousand,PTE,science_agency,include,1.0,Lei orcamento para 1977.pdf,6,gpt-4o-mini,extract,
Portugal,1977,section_total,14,Ministério da Educação e Investigação Científica,Ministry of Education and Scientific Research,,Total do Ministério da Educação e Investigação Científica,Total of the Ministry of Education and Scientific Research,225288.0,thousand,PTE,science_agency,include,1.0,Lei orcamento para 1977.pdf,6,gpt-4o-mini,extract,
Portugal,1985,line_item,50,Ministério da Ciência,Ministry of Science,,Criação de Estrutura Laboratorial,Creation of Laboratory Structure,1350008.0,thousand,EUR,research_infrastructure,review,1.0,Lei orcamento para 1985.pdf,82,gpt-4o-mini,extract,
Portugal,1985,line_item,50,Ministério da Ciência,Ministry of Science,,Informação Científica e Técnica,Scientific and Technical Information,417508.0,thousand,EUR,rd_adjacent,review,1.0,Lei orcamento para 1985.pdf,82,gpt-4o-mini,extract,
Portugal,1985,program_total,50,Ministério da Ciência,Ministry of Science,,Programa Investigação Científica e Tecnológica e Inovação,Scientific and Technological Research and Innovation Program,1350006.0,thousand,EUR,direct_rd,review,1.0,Lei orcamento para 1985.pdf,82,gpt-4o-mini,extract,
Portugal,1985,line_item,50,Ministério da Ciência,Ministry of Science,,Desenvolvimento Tecnológico,Technological Development,1350006.0,thousand,EUR,direct_rd,review,1.0,Lei orcamento para 1985.pdf,82,gpt-4o-mini,extract,
Portugal,1985,section_total,50,Ministério da Ciência,Ministry of Science,,Total do Capítulo 50,Total of Chapter 50,22261480.0,thousand,EUR,science_agency,review,1.0,Lei orcamento para 1985.pdf,82,gpt-4o-mini,extract,
Portugal,1986,program_total,50,Ministério da Ciência,Ministry of Science,,Programa Investigação Científica e Tecnológica e Inovação,Scientific and Technological Research and Innovation Program,2046024.0,thousand,PTE,direct_rd,include,1.0,Lei orcamento para 1986.pdf,101,gpt-4o-mini,extract,
Portugal,1986,section_total,50,Ministério da Ciência,Ministry of Science,,Total do Capítulo 50 do OE,Total of Chapter 50 of the State Budget,2046024.0,thousand,PTE,science_agency,include,1.0,Lei orcamento para 1986.pdf,101,gpt-4o-mini,extract,
Portugal,1986,line_item,50,Ministério da Ciência,Ministry of Science,,Rede de Informação Científica e Tecnológica,Network of Scientific and Technological Information,85668.0,thousand,PTE,research_infrastructure,include,1.0,Lei orcamento para 1986.pdf,102,gpt-4o-mini,extract,
